"snapshot_id","price_rank","merchant_alias","price","min_amount","max_amount","recent_order_num","recent_execute_rate","gap_from_best_pct","snapshot_median_price"
2378,65,"merchant_048",87.8000,4000.00,13170.00,959,99.000,3.2941,91.0000
2378,66,"merchant_122",87.8000,100000.00,300000.00,17,100.000,3.2941,91.0000
2378,67,"merchant_101",87.9200,10000.00,37832.08,2589,99.000,3.4353,91.0000
2378,68,"merchant_151",87.9800,3000.00,43990.00,201,100.000,3.5059,91.0000
2378,69,"merchant_006",87.9800,49920.00,49920.00,395,99.000,3.5059,91.0000
2378,70,"merchant_040",87.9800,15000.00,63980.00,83,100.000,3.5059,91.0000
2378,71,"merchant_017",87.9800,30000.00,350000.00,491,100.000,3.5059,91.0000
2378,72,"merchant_160",87.9900,30000.00,235966.18,596,100.000,3.5176,91.0000
2378,73,"merchant_080",88.0000,40000.00,132000.00,411,99.000,3.5294,91.0000
2378,74,"merchant_032",88.0000,100000.00,546323.34,225,100.000,3.5294,91.0000
2378,75,"merchant_177",88.0000,25000.00,55600.00,1355,97.000,3.5294,91.0000
2378,76,"merchant_070",88.0000,20000.00,40000.00,361,99.000,3.5294,91.0000
2378,77,"merchant_001",88.0000,50000.00,907658.44,1693,100.000,3.5294,91.0000
2378,78,"merchant_065",88.0100,2500.00,50000.00,2390,100.000,3.5412,91.0000
2378,79,"merchant_171",88.1000,195000.00,582514.37,687,100.000,3.6471,91.0000
2378,80,"merchant_167",88.1400,49998.00,1000000.00,1452,99.000,3.6941,91.0000
2378,81,"merchant_183",88.1500,39999.00,376733.25,1805,100.000,3.7059,91.0000
2378,82,"merchant_110",88.1700,25000.00,200000.00,383,100.000,3.7294,91.0000
2378,83,"merchant_034",88.1800,15000.00,88180.00,187,98.000,3.7412,91.0000
2378,84,"merchant_159",88.1800,25000.00,1000000.00,1280,100.000,3.7412,91.0000
2378,85,"merchant_067",88.2500,20000.00,250000.00,590,100.000,3.8235,91.0000
2378,86,"merchant_097",88.3000,20000.00,237886.73,1603,99.000,3.8824,91.0000
2378,87,"merchant_207",88.3000,20000.00,350000.00,462,99.000,3.8824,91.0000
2378,88,"merchant_076",88.3400,10000.00,150000.00,1904,100.000,3.9294,91.0000
2378,89,"merchant_002",88.3900,30000.00,251399.27,260,98.000,3.9882,91.0000
2378,90,"merchant_101",88.4000,40000.00,358841.43,2589,99.000,4.0000,91.0000
2378,91,"merchant_139",88.4300,60000.00,509837.89,170,98.000,4.0353,91.0000
2378,92,"merchant_142",88.4500,3000.00,10000.00,368,97.000,4.0588,91.0000
2378,93,"merchant_204",88.4500,50000.00,680764.79,1025,100.000,4.0588,91.0000
2378,94,"merchant_025",88.4800,50000.00,785780.01,775,99.000,4.0941,91.0000
2378,95,"merchant_008",88.4900,30000.00,709900.01,987,100.000,4.1059,91.0000
2378,96,"merchant_078",88.5000,300000.00,1000000.00,1532,99.000,4.1176,91.0000
2378,97,"merchant_194",88.5000,50000.00,872292.64,2001,100.000,4.1176,91.0000
2378,98,"merchant_133",88.5000,10000.00,374465.12,565,98.000,4.1176,91.0000
2378,99,"merchant_097",88.5500,30000.00,242149.51,1603,99.000,4.1765,91.0000
2378,100,"merchant_051",88.6000,30000.00,1047827.31,1207,98.000,4.2353,91.0000
2378,101,"merchant_108",88.6500,50000.00,600710.04,1348,100.000,4.2941,91.0000
2378,102,"merchant_216",88.7000,30000.00,190482.74,495,99.000,4.3529,91.0000
2378,103,"merchant_049",88.7400,500.00,100000.00,394,100.000,4.4000,91.0000
2378,104,"merchant_110",88.9000,10000.00,129226.62,383,100.000,4.5882,91.0000
2378,105,"merchant_004",88.9100,50000.00,1000000.00,547,99.000,4.6000,91.0000
2378,106,"merchant_161",89.0000,10000.00,40000.00,385,99.000,4.7059,91.0000
2378,107,"merchant_132",89.0000,50000.00,200000.00,1945,100.000,4.7059,91.0000
2378,108,"merchant_191",89.1400,150000.00,583497.05,72,98.000,4.8706,91.0000
2378,109,"merchant_103",89.2000,37000.00,590000.00,81,94.000,4.9412,91.0000
2378,110,"merchant_031",89.2000,10000.00,614599.68,186,99.000,4.9412,91.0000
2378,111,"merchant_093",89.2500,300000.00,2030375.37,2,50.000,5.0000,91.0000
2378,112,"merchant_175",89.3300,31000.00,40276.39,73,100.000,5.0941,91.0000
2378,113,"merchant_077",89.3500,20000.00,324910.82,430,99.000,5.1176,91.0000
2378,114,"merchant_120",89.3500,40000.00,400000.00,773,98.000,5.1176,91.0000
2378,115,"merchant_182",89.3600,500.00,3237.51,1426,100.000,5.1294,91.0000
2378,116,"merchant_063",89.3700,500.00,4085.10,1553,100.000,5.1412,91.0000
2378,117,"merchant_183",89.4000,20000.00,351122.68,1805,100.000,5.1765,91.0000
2378,118,"merchant_062",89.4400,20000.00,150000.00,2384,100.000,5.2235,91.0000
2378,119,"merchant_207",89.4500,20000.00,384736.39,462,99.000,5.2353,91.0000
2378,120,"merchant_029",89.5000,100000.00,716000.00,100,100.000,5.2941,91.0000
2378,121,"merchant_078",89.5000,100000.00,600000.00,1532,99.000,5.2941,91.0000
